CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.001.180/0001-26;2022-03-31;3;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;ITR;116860;2022-06-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=116860
00.001.180/0001-26;2022-06-30;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;ITR;119848;2022-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119848
00.001.180/0001-26;2022-09-30;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;ITR;121604;2022-11-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121604
00.070.698/0001-11;2022-03-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;ITR;115125;2022-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=115125
00.070.698/0001-11;2022-06-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;ITR;119772;2022-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119772
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;ITR;122145;2022-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=122145
00.080.671/0001-00;2022-03-31;1;CARAMURU ALIMENTOS S.A.;026190;ITR;115159;2022-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=115159
00.080.671/0001-00;2022-06-30;1;CARAMURU ALIMENTOS S.A.;026190;ITR;119781;2022-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119781
00.080.671/0001-00;2022-09-30;1;CARAMURU ALIMENTOS S.A.;026190;ITR;121798;2022-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121798
00.080.671/0001-00;2022-09-30;2;CARAMURU ALIMENTOS S.A.;026190;ITR;121853;2022-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121853
00.192.769/0001-59;2022-03-31;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;ITR;119892;2022-08-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119892
00.192.769/0001-59;2022-06-30;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;ITR;119970;2022-08-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119970
00.192.769/0001-59;2022-09-30;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;ITR;122028;2022-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=122028
00.194.724/0001-13;2022-03-31;1;AES BRASIL OPERAÇÕES S.A.;026174;ITR;114385;2022-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=114385
00.194.724/0001-13;2022-06-30;1;AES BRASIL OPERAÇÕES S.A.;026174;ITR;119238;2022-08-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119238
00.194.724/0001-13;2022-09-30;1;AES BRASIL OPERAÇÕES S.A.;026174;ITR;121327;2022-11-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121327
00.242.184/0001-04;2022-03-31;1;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;026069;ITR;114649;2022-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=114649
00.242.184/0001-04;2022-06-30;1;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;026069;ITR;119349;2022-08-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119349
00.242.184/0001-04;2022-09-30;1;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;026069;ITR;121542;2022-11-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121542
00.272.185/0001-93;2022-03-31;1;CIMS S.A.;014818;ITR;114889;2022-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=114889
00.272.185/0001-93;2022-06-30;1;CIMS S.A.;014818;ITR;119256;2022-08-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119256
00.272.185/0001-93;2022-09-30;1;CIMS S.A.;014818;ITR;121622;2022-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121622
00.336.701/0001-04;2022-03-31;1;TELEC BRASILEIRAS S.A. TELEBRAS;011258;ITR;115309;2022-05-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=115309
00.336.701/0001-04;2022-06-30;1;TELEC BRASILEIRAS S.A. TELEBRAS;011258;ITR;119302;2022-08-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119302
00.336.701/0001-04;2022-09-30;1;TELEC BRASILEIRAS S.A. TELEBRAS;011258;ITR;121383;2022-11-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121383
00.359.742/0001-08;2022-03-31;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;ITR;115115;2022-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=115115
00.359.742/0001-08;2022-06-30;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;ITR;119340;2022-08-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119340
00.359.742/0001-08;2022-09-30;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;015423;ITR;121929;2022-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121929
00.383.281/0001-09;2022-03-31;1;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;ITR;114892;2022-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=114892
00.383.281/0001-09;2022-03-31;2;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;ITR;115079;2022-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=115079
00.383.281/0001-09;2022-06-30;1;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;ITR;119525;2022-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119525
00.383.281/0001-09;2022-09-30;1;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;ITR;121633;2022-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121633
00.389.481/0001-79;2022-03-31;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;ITR;115094;2022-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=115094
00.389.481/0001-79;2022-06-30;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;ITR;119911;2022-08-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119911
00.389.481/0001-79;2022-06-30;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;ITR;120439;2022-09-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120439
00.389.481/0001-79;2022-09-30;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;ITR;121954;2022-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121954
00.416.968/0001-01;2022-03-31;1;BANCO INTER S.A.;024406;ITR;115467;2022-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=115467
00.416.968/0001-01;2022-06-30;1;BANCO INTER S.A.;024406;ITR;120003;2022-08-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120003
00.416.968/0001-01;2022-09-30;1;BANCO INTER S.A.;024406;ITR;121447;2022-11-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121447
00.545.378/0001-70;2022-03-31;1;SERRA AZUL WATER PARK SA;014966;ITR;115235;2022-05-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=115235
00.545.378/0001-70;2022-06-30;1;SERRA AZUL WATER PARK SA;014966;ITR;119857;2022-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119857
00.545.378/0001-70;2022-09-30;1;SERRA AZUL WATER PARK SA;014966;ITR;122004;2022-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=122004
00.622.416/0001-41;2022-03-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;ITR;115325;2022-05-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=115325
00.622.416/0001-41;2022-06-30;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;ITR;119541;2022-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119541
00.622.416/0001-41;2022-09-30;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;ITR;121642;2022-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121642
00.644.907/0001-93;2022-03-31;1;INVESTCO S.A.;018589;ITR;114277;2022-05-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=114277
00.644.907/0001-93;2022-06-30;1;INVESTCO S.A.;018589;ITR;118736;2022-07-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=118736
00.644.907/0001-93;2022-09-30;1;INVESTCO S.A.;018589;ITR;121174;2022-10-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121174
00.743.065/0001-27;2022-03-31;1;LITEL PARTICIPACOES S.A.;015091;ITR;115073;2022-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=115073
00.743.065/0001-27;2022-06-30;1;LITEL PARTICIPACOES S.A.;015091;ITR;119878;2022-08-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119878
00.743.065/0001-27;2022-09-30;1;LITEL PARTICIPACOES S.A.;015091;ITR;121870;2022-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121870
00.776.574/0001-56;2022-03-31;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;ITR;114966;2022-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=114966
00.776.574/0001-56;2022-06-30;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;ITR;119624;2022-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119624
00.776.574/0001-56;2022-09-30;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;ITR;121717;2022-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121717
00.864.214/0001-06;2022-03-31;1;ENERGISA S.A.;015253;ITR;114960;2022-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=114960
00.864.214/0001-06;2022-06-30;1;ENERGISA S.A.;015253;ITR;119663;2022-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119663
00.864.214/0001-06;2022-06-30;2;ENERGISA S.A.;015253;ITR;120169;2022-08-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120169
00.864.214/0001-06;2022-09-30;1;ENERGISA S.A.;015253;ITR;121800;2022-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121800
00.864.214/0001-06;2022-09-30;2;ENERGISA S.A.;015253;ITR;121842;2022-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121842
00.897.864/0001-58;2022-03-31;1;SANTA CATARINA PART INVEST SA;015199;ITR;115236;2022-05-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=115236
00.897.864/0001-58;2022-06-30;1;SANTA CATARINA PART INVEST SA;015199;ITR;119868;2022-08-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119868
00.897.864/0001-58;2022-09-30;1;SANTA CATARINA PART INVEST SA;015199;ITR;121847;2022-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121847
00.924.429/0001-75;2022-03-31;1;FERROVIA CENTRO-ATLANTICA S.A.;015369;ITR;114648;2022-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=114648
00.924.429/0001-75;2022-03-31;2;FERROVIA CENTRO-ATLANTICA S.A.;015369;ITR;114719;2022-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=114719
00.924.429/0001-75;2022-06-30;1;FERROVIA CENTRO-ATLANTICA S.A.;015369;ITR;119356;2022-08-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119356
00.924.429/0001-75;2022-09-30;1;FERROVIA CENTRO-ATLANTICA S.A.;015369;ITR;121500;2022-11-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121500
00.938.574/0001-05;2022-03-31;1;CONC RIO-TERESOPOLIS S.A.;019208;ITR;114338;2022-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=114338
00.938.574/0001-05;2022-06-30;1;CONC RIO-TERESOPOLIS S.A.;019208;ITR;119262;2022-08-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119262
00.938.574/0001-05;2022-09-30;1;CONC RIO-TERESOPOLIS S.A.;019208;ITR;121380;2022-11-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121380
00.974.211/0001-25;2022-03-31;1;LINHA AMARELA S.A. - LAMSA;024937;ITR;115195;2022-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=115195
00.974.211/0001-25;2022-06-30;1;LINHA AMARELA S.A. - LAMSA;024937;ITR;119777;2022-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119777
00.974.211/0001-25;2022-09-30;1;LINHA AMARELA S.A. - LAMSA;024937;ITR;121998;2022-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121998
00.979.969/0001-56;2022-03-31;1;CAIXA ADM DIV PUB ESTADUAL SA;015717;ITR;113755;2022-04-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=113755
00.979.969/0001-56;2022-06-30;1;CAIXA ADM DIV PUB ESTADUAL SA;015717;ITR;118717;2022-07-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=118717
00.979.969/0001-56;2022-09-30;1;CAIXA ADM DIV PUB ESTADUAL SA;015717;ITR;121125;2022-10-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121125
01.027.058/0001-91;2022-03-31;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;021733;ITR;114212;2022-05-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=114212
01.027.058/0001-91;2022-06-30;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;021733;ITR;119162;2022-08-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119162
01.027.058/0001-91;2022-09-30;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;021733;ITR;121257;2022-10-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121257
01.083.200/0001-18;2022-03-31;1;NEOENERGIA S.A.;015539;ITR;113949;2022-04-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=113949
01.083.200/0001-18;2022-03-31;2;NEOENERGIA S.A.;015539;ITR;113990;2022-04-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=113990
01.083.200/0001-18;2022-06-30;1;NEOENERGIA S.A.;015539;ITR;118685;2022-07-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=118685
01.083.200/0001-18;2022-09-30;1;NEOENERGIA S.A.;015539;ITR;121134;2022-10-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121134
01.104.937/0001-70;2022-03-31;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;015784;ITR;115420;2022-05-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=115420
01.104.937/0001-70;2022-06-30;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;015784;ITR;119852;2022-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119852
01.104.937/0001-70;2022-09-30;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;015784;ITR;121608;2022-11-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121608
01.107.327/0001-20;2022-03-31;1;BBM LOGÍSTICA S.A.;024660;ITR;115405;2022-05-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=115405
01.107.327/0001-20;2022-06-30;1;BBM LOGÍSTICA S.A.;024660;ITR;119967;2022-08-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119967
01.107.327/0001-20;2022-09-30;1;BBM LOGÍSTICA S.A.;024660;ITR;121678;2022-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=121678
01.258.944/0001-26;2022-03-31;1;RUMO MALHA SUL S.A.;015709;ITR;115178;2022-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=115178
01.258.944/0001-26;2022-06-30;1;RUMO MALHA SUL S.A.;015709;ITR;119917;2022-08-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=119917
